inst#,actual,predicted,error,distribution,,
382,2:neutral,2:neutral,,0.135,*0.862,0.003
383,2:neutral,2:neutral,,0.133,*0.864,0.004
384,2:neutral,2:neutral,,0.431,*0.562,0.007
385,2:neutral,2:neutral,,0.013,*0.664,0.323
386,2:neutral,2:neutral,,0.036,*0.947,0.017
387,2:neutral,2:neutral,,0.032,*0.965,0.003
388,2:neutral,2:neutral,,0.289,*0.71,0
389,2:neutral,2:neutral,,0.063,*0.847,0.089
390,2:neutral,2:neutral,,0.027,*0.913,0.06
391,2:neutral,2:neutral,,0.238,*0.762,0
392,2:neutral,2:neutral,,0.045,*0.941,0.014
393,2:neutral,1:positive,+,*0.498,0.486,0.016
394,2:neutral,2:neutral,,0.352,*0.531,0.116
395,2:neutral,1:positive,+,*0.452,0.394,0.154
396,2:neutral,2:neutral,,0.22,*0.746,0.034
397,2:neutral,2:neutral,,0.012,*0.983,0.005
398,2:neutral,2:neutral,,0.281,*0.643,0.076
399,2:neutral,2:neutral,,0.025,*0.973,0.002
400,2:neutral,2:neutral,,0.016,*0.703,0.281
401,2:neutral,2:neutral,,0.003,*0.894,0.103
402,2:neutral,2:neutral,,0.158,*0.839,0.003
403,2:neutral,2:neutral,,0.02,*0.825,0.155
404,2:neutral,2:neutral,,0.045,*0.949,0.007
405,2:neutral,2:neutral,,0.025,*0.941,0.034
406,2:neutral,2:neutral,,0.033,*0.965,0.002
407,2:neutral,3:negative,+,0.047,0.1,*0.853
408,2:neutral,2:neutral,,0.055,*0.912,0.033
409,2:neutral,2:neutral,,0.013,*0.987,0.001
410,2:neutral,2:neutral,,0.054,*0.835,0.111
411,2:neutral,2:neutral,,0.447,*0.532,0.021
412,2:neutral,2:neutral,,0.024,*0.975,0.001
413,2:neutral,2:neutral,,0.071,*0.765,0.164
414,2:neutral,2:neutral,,0.026,*0.972,0.001
415,2:neutral,2:neutral,,0.029,*0.955,0.016
416,2:neutral,3:negative,+,0.017,0.358,*0.625
417,2:neutral,2:neutral,,0.042,*0.876,0.083
418,2:neutral,2:neutral,,0.011,*0.981,0.008
419,2:neutral,2:neutral,,0.031,*0.967,0.002
420,2:neutral,1:positive,+,*0.666,0.325,0.009
421,2:neutral,1:positive,+,*0.679,0.297,0.024
422,2:neutral,2:neutral,,0.18,*0.803,0.017
423,2:neutral,2:neutral,,0.24,*0.756,0.004
424,2:neutral,1:positive,+,*0.842,0.155,0.003
425,2:neutral,2:neutral,,0.025,*0.972,0.003
426,2:neutral,2:neutral,,0.02,*0.9,0.08
427,2:neutral,2:neutral,,0.025,*0.954,0.022
428,2:neutral,2:neutral,,0.171,*0.803,0.026
429,2:neutral,2:neutral,,0.073,*0.809,0.118
430,2:neutral,2:neutral,,0.005,*0.96,0.035
431,2:neutral,1:positive,+,*0.836,0.162,0.002
432,2:neutral,2:neutral,,0.207,*0.78,0.013
433,2:neutral,1:positive,+,*0.695,0.305,0
434,2:neutral,2:neutral,,0.019,*0.861,0.12
435,2:neutral,2:neutral,,0.072,*0.928,0
436,2:neutral,2:neutral,,0.027,*0.972,0.001
437,2:neutral,2:neutral,,0.096,*0.903,0.001
438,2:neutral,2:neutral,,0.049,*0.95,0.001
439,2:neutral,2:neutral,,0.357,*0.61,0.033
440,2:neutral,2:neutral,,0.033,*0.946,0.021
441,2:neutral,2:neutral,,0.054,*0.943,0.002
442,2:neutral,2:neutral,,0.107,*0.89,0.003
443,2:neutral,1:positive,+,*0.495,0.462,0.043
444,2:neutral,2:neutral,,0.026,*0.959,0.015
445,2:neutral,2:neutral,,0.003,*0.944,0.053
446,2:neutral,1:positive,+,*0.947,0.029,0.023
447,2:neutral,2:neutral,,0.012,*0.985,0.003
448,2:neutral,2:neutral,,0.313,*0.686,0.001
449,2:neutral,2:neutral,,0.127,*0.759,0.114
450,2:neutral,3:negative,+,0.01,0.136,*0.854
451,2:neutral,2:neutral,,0.443,*0.483,0.074
452,2:neutral,2:neutral,,0.041,*0.936,0.023
453,2:neutral,2:neutral,,0.006,*0.986,0.008
454,2:neutral,2:neutral,,0.112,*0.888,0
455,2:neutral,2:neutral,,0.024,*0.975,0.001
456,2:neutral,2:neutral,,0.416,*0.582,0.002
457,2:neutral,2:neutral,,0.008,*0.97,0.022
458,2:neutral,3:negative,+,0.006,0.277,*0.717
459,2:neutral,2:neutral,,0.002,*0.982,0.017
460,2:neutral,2:neutral,,0.026,*0.965,0.01
461,2:neutral,2:neutral,,0.011,*0.974,0.016
462,2:neutral,2:neutral,,0.024,*0.954,0.022
463,2:neutral,2:neutral,,0.079,*0.909,0.012
464,2:neutral,2:neutral,,0.032,*0.602,0.366
465,2:neutral,2:neutral,,0,*0.964,0.036
466,2:neutral,2:neutral,,0.218,*0.78,0.002
467,2:neutral,2:neutral,,0.274,*0.682,0.044
468,2:neutral,2:neutral,,0,*0.849,0.151
469,2:neutral,2:neutral,,0.023,*0.922,0.055
470,2:neutral,2:neutral,,0.493,*0.503,0.004
471,2:neutral,2:neutral,,0.045,*0.954,0.001
472,2:neutral,2:neutral,,0.123,*0.858,0.019
473,2:neutral,2:neutral,,0.341,*0.601,0.058
474,2:neutral,1:positive,+,*0.704,0.295,0.001
475,2:neutral,2:neutral,,0.026,*0.703,0.271
476,2:neutral,2:neutral,,0.261,*0.737,0.002
477,2:neutral,2:neutral,,0.35,*0.623,0.027
478,2:neutral,2:neutral,,0.036,*0.964,0
479,2:neutral,3:negative,+,0.104,0.254,*0.642
480,2:neutral,2:neutral,,0.021,*0.975,0.004
481,2:neutral,2:neutral,,0.021,*0.965,0.014
482,2:neutral,2:neutral,,0.095,*0.904,0.001
483,2:neutral,2:neutral,,0.124,*0.869,0.007
484,2:neutral,1:positive,+,*0.776,0.019,0.205
485,2:neutral,2:neutral,,0.047,*0.944,0.008
486,2:neutral,1:positive,+,*0.774,0.221,0.005
487,2:neutral,2:neutral,,0.018,*0.982,0
488,2:neutral,3:negative,+,0.431,0.085,*0.484
489,2:neutral,1:positive,+,*0.658,0.067,0.275
490,2:neutral,2:neutral,,0.059,*0.938,0.004
491,2:neutral,2:neutral,,0.002,*0.969,0.029
492,2:neutral,2:neutral,,0.313,*0.686,0.001
493,2:neutral,2:neutral,,0.388,*0.547,0.065
494,2:neutral,2:neutral,,0.071,*0.926,0.003
495,2:neutral,2:neutral,,0.01,*0.982,0.007
496,2:neutral,2:neutral,,0.053,*0.901,0.047
497,2:neutral,2:neutral,,0.329,*0.671,0.001
498,2:neutral,2:neutral,,0.058,*0.937,0.005
499,2:neutral,2:neutral,,0.114,*0.885,0.001
500,2:neutral,2:neutral,,0.198,*0.755,0.047
1,1:positive,1:positive,,*0.924,0.057,0.019
2,1:positive,1:positive,,*1,0,0
3,1:positive,1:positive,,*1,0,0
4,1:positive,3:negative,+,0.053,0.185,*0.762
5,1:positive,1:positive,,*0.749,0.217,0.033
6,1:positive,1:positive,,*0.517,0.433,0.05
7,1:positive,1:positive,,*0.714,0.286,0
8,1:positive,1:positive,,*0.563,0.431,0.006
9,1:positive,2:neutral,+,0.096,*0.899,0.006
10,1:positive,2:neutral,+,0.337,*0.59,0.073
11,1:positive,1:positive,,*0.638,0.362,0
12,1:positive,2:neutral,+,0.317,*0.664,0.02
13,1:positive,1:positive,,*0.997,0.003,0.001
14,1:positive,1:positive,,*0.997,0.001,0.002
15,1:positive,1:positive,,*0.873,0.127,0
16,1:positive,1:positive,,*0.752,0.229,0.019
17,1:positive,1:positive,,*0.64,0.347,0.013
18,1:positive,2:neutral,+,0.402,*0.545,0.052
19,1:positive,1:positive,,*0.95,0.039,0.01
20,1:positive,2:neutral,+,0.22,*0.725,0.055
21,1:positive,1:positive,,*0.913,0.085,0.002
22,1:positive,2:neutral,+,0.274,*0.482,0.244
23,1:positive,2:neutral,+,0.152,*0.836,0.012
24,1:positive,1:positive,,*0.837,0.152,0.011
25,1:positive,2:neutral,+,0.316,*0.681,0.003
26,1:positive,1:positive,,*0.999,0.001,0
27,1:positive,1:positive,,*0.671,0.319,0.01
28,1:positive,1:positive,,*0.854,0.145,0.002
29,1:positive,1:positive,,*0.991,0.005,0.003
30,1:positive,2:neutral,+,0.321,*0.58,0.099
31,1:positive,1:positive,,*0.965,0.034,0.002
32,1:positive,1:positive,,*0.505,0.494,0.001
33,1:positive,2:neutral,+,0.243,*0.746,0.011
34,1:positive,2:neutral,+,0.251,*0.747,0.002
35,1:positive,1:positive,,*0.529,0.47,0
36,1:positive,1:positive,,*0.678,0.317,0.006
37,1:positive,2:neutral,+,0.058,*0.924,0.018
38,1:positive,1:positive,,*0.507,0.489,0.004
39,1:positive,1:positive,,*0.988,0.007,0.006
40,1:positive,1:positive,,*0.997,0.003,0
41,1:positive,2:neutral,+,0.413,*0.587,0.001
42,1:positive,1:positive,,*0.935,0.062,0.003
43,1:positive,2:neutral,+,0.343,*0.618,0.039
44,1:positive,1:positive,,*0.991,0.009,0
45,1:positive,1:positive,,*0.992,0.006,0.003
46,1:positive,1:positive,,*0.999,0,0
47,1:positive,1:positive,,*0.843,0.001,0.156
48,1:positive,2:neutral,+,0.195,*0.799,0.006
49,1:positive,1:positive,,*0.686,0.302,0.012
50,1:positive,1:positive,,*0.999,0.001,0
51,1:positive,1:positive,,*1,0,0
52,1:positive,1:positive,,*0.964,0.036,0
53,1:positive,1:positive,,*0.569,0.431,0
54,1:positive,2:neutral,+,0.07,*0.896,0.034
55,1:positive,2:neutral,+,0.112,*0.515,0.373
56,1:positive,1:positive,,*0.623,0.35,0.026
57,1:positive,1:positive,,*0.93,0.07,0
58,1:positive,1:positive,,*0.965,0.021,0.015
59,1:positive,1:positive,,*0.504,0.495,0.001
60,1:positive,1:positive,,*0.87,0.13,0
61,1:positive,1:positive,,*0.642,0.159,0.199
62,1:positive,1:positive,,*0.721,0.276,0.003
63,1:positive,1:positive,,*0.875,0.12,0.005
64,1:positive,1:positive,,*0.623,0.366,0.011
65,1:positive,1:positive,,*0.967,0.025,0.007
66,1:positive,1:positive,,*0.998,0,0.002
67,1:positive,1:positive,,*0.648,0.352,0
68,1:positive,3:negative,+,0.173,0.013,*0.814
69,1:positive,1:positive,,*0.994,0.002,0.004
70,1:positive,1:positive,,*0.974,0.024,0.002
71,1:positive,1:positive,,*0.546,0.44,0.014
72,1:positive,3:negative,+,0.019,0.265,*0.716
73,1:positive,2:neutral,+,0.155,*0.844,0.001
74,1:positive,1:positive,,*0.716,0.283,0.001
75,1:positive,1:positive,,*0.986,0.012,0.002
76,1:positive,2:neutral,+,0.228,*0.452,0.32
77,1:positive,1:positive,,*0.994,0.004,0.001
78,1:positive,1:positive,,*0.98,0.013,0.006
79,1:positive,1:positive,,*0.984,0.015,0.001
80,1:positive,1:positive,,*0.999,0.001,0
81,1:positive,1:positive,,*0.971,0.027,0.002
82,1:positive,2:neutral,+,0.286,*0.626,0.088
83,1:positive,1:positive,,*0.923,0.053,0.024
84,1:positive,1:positive,,*0.859,0.14,0.001
85,1:positive,1:positive,,*0.779,0.218,0.003
86,1:positive,1:positive,,*0.903,0.087,0.01
87,1:positive,1:positive,,*0.801,0.152,0.047
88,1:positive,2:neutral,+,0.063,*0.749,0.188
89,1:positive,1:positive,,*0.632,0.364,0.003
90,1:positive,1:positive,,*0.735,0.264,0
91,1:positive,2:neutral,+,0.293,*0.674,0.033
92,1:positive,1:positive,,*0.958,0.035,0.007
93,1:positive,1:positive,,*0.571,0.329,0.1
94,1:positive,2:neutral,+,0.129,*0.859,0.012
95,1:positive,2:neutral,+,0.07,*0.826,0.104
96,1:positive,1:positive,,*0.637,0.361,0.002
97,1:positive,2:neutral,+,0.32,*0.63,0.05
98,1:positive,1:positive,,*0.782,0.019,0.199
99,1:positive,2:neutral,+,0.071,*0.928,0.001
100,1:positive,1:positive,,*0.759,0.212,0.029
101,1:positive,1:positive,,*0.91,0.079,0.011
102,1:positive,1:positive,,*0.947,0.038,0.016
103,1:positive,1:positive,,*0.996,0.004,0
104,1:positive,1:positive,,*0.845,0.155,0
105,1:positive,1:positive,,*0.515,0.459,0.026
106,1:positive,1:positive,,*0.948,0.051,0.001
107,1:positive,2:neutral,+,0.05,*0.914,0.036
108,1:positive,1:positive,,*0.996,0.003,0
109,1:positive,1:positive,,*0.952,0.041,0.007
110,1:positive,1:positive,,*0.914,0.018,0.067
111,1:positive,1:positive,,*1,0,0
112,1:positive,1:positive,,*0.997,0.003,0
113,1:positive,1:positive,,*0.601,0.397,0.002
114,1:positive,2:neutral,+,0.06,*0.914,0.027
115,1:positive,1:positive,,*0.796,0.204,0
116,1:positive,1:positive,,*0.893,0.088,0.019
117,1:positive,2:neutral,+,0.019,*0.763,0.218
118,1:positive,1:positive,,*0.689,0.31,0.001
119,1:positive,1:positive,,*0.948,0.052,0
120,1:positive,1:positive,,*0.565,0.435,0
121,1:positive,2:neutral,+,0.381,*0.606,0.013
122,1:positive,2:neutral,+,0.343,*0.489,0.168
123,1:positive,1:positive,,*0.633,0.366,0
124,1:positive,2:neutral,+,0.062,*0.806,0.132
125,1:positive,2:neutral,+,0.061,*0.936,0.003
126,1:positive,1:positive,,*0.776,0.222,0.002
127,1:positive,2:neutral,+,0.019,*0.94,0.042
128,1:positive,2:neutral,+,0.341,*0.659,0
129,1:positive,1:positive,,*0.999,0.001,0
130,1:positive,1:positive,,*0.986,0.014,0
131,1:positive,1:positive,,*0.979,0.007,0.014
132,1:positive,2:neutral,+,0.461,*0.528,0.011
133,1:positive,1:positive,,*0.968,0.028,0.004
134,1:positive,1:positive,,*0.983,0.017,0
135,1:positive,1:positive,,*0.998,0,0.001
136,1:positive,1:positive,,*0.514,0.485,0.001
137,1:positive,1:positive,,*0.597,0.4,0.003
138,1:positive,1:positive,,*0.968,0.028,0.004
139,1:positive,1:positive,,*0.981,0.018,0.001
140,1:positive,3:negative,+,0.041,0.348,*0.611
141,1:positive,2:neutral,+,0.293,*0.685,0.022
142,1:positive,1:positive,,*0.993,0.005,0.002
143,1:positive,2:neutral,+,0.336,*0.663,0.002
144,1:positive,1:positive,,*0.611,0.389,0.001
145,1:positive,1:positive,,*0.678,0.312,0.01
146,1:positive,1:positive,,*0.809,0.19,0.002
147,1:positive,1:positive,,*0.523,0.467,0.01
148,1:positive,2:neutral,+,0.012,*0.957,0.031
149,1:positive,1:positive,,*0.52,0.449,0.03
150,1:positive,2:neutral,+,0.074,*0.926,0
151,1:positive,2:neutral,+,0.415,*0.553,0.031
152,1:positive,1:positive,,*0.547,0.453,0
153,1:positive,1:positive,,*0.927,0.069,0.004
154,1:positive,1:positive,,*0.96,0.011,0.029
155,1:positive,1:positive,,*1,0,0
156,1:positive,1:positive,,*0.464,0.106,0.43
157,1:positive,2:neutral,+,0.247,*0.727,0.026
158,1:positive,1:positive,,*0.654,0.346,0
159,1:positive,1:positive,,*0.572,0.398,0.03
160,1:positive,1:positive,,*0.734,0.245,0.021
161,1:positive,2:neutral,+,0.348,*0.641,0.01
162,1:positive,1:positive,,*0.98,0.005,0.015
163,1:positive,2:neutral,+,0.345,*0.537,0.118
164,1:positive,1:positive,,*0.813,0.187,0
165,1:positive,1:positive,,*0.873,0.126,0.001
166,1:positive,1:positive,,*0.991,0.008,0.001
167,1:positive,2:neutral,+,0.239,*0.759,0.002
168,1:positive,1:positive,,*0.842,0.131,0.027
169,1:positive,1:positive,,*0.983,0.017,0.001
170,1:positive,1:positive,,*0.904,0.067,0.029
171,1:positive,1:positive,,*0.605,0.291,0.104
172,1:positive,2:neutral,+,0.14,*0.856,0.004
173,1:positive,1:positive,,*0.9,0.096,0.004
174,1:positive,1:positive,,*0.646,0.207,0.147
175,1:positive,1:positive,,*0.784,0.047,0.169
176,3:negative,3:negative,,0.071,0.343,*0.586
177,3:negative,1:positive,+,*0.919,0.015,0.066
178,3:negative,3:negative,,0.261,0.157,*0.582
179,3:negative,3:negative,,0.146,0.318,*0.535
180,3:negative,1:positive,+,*0.483,0.35,0.167
181,3:negative,3:negative,,0.007,0.168,*0.825
182,3:negative,2:neutral,+,0.028,*0.851,0.121
183,3:negative,2:neutral,+,0.059,*0.911,0.03
184,3:negative,3:negative,,0.088,0.045,*0.867
185,3:negative,2:neutral,+,0.009,*0.883,0.108
186,3:negative,2:neutral,+,0.001,*0.941,0.059
187,3:negative,2:neutral,+,0.065,*0.686,0.249
188,3:negative,3:negative,,0.275,0.001,*0.724
189,3:negative,2:neutral,+,0.101,*0.642,0.256
190,3:negative,3:negative,,0.05,0.039,*0.91
191,3:negative,2:neutral,+,0.019,*0.602,0.379
192,3:negative,2:neutral,+,0.025,*0.563,0.412
193,3:negative,3:negative,,0.233,0.022,*0.744
194,3:negative,1:positive,+,*0.427,0.414,0.16
195,3:negative,2:neutral,+,0.083,*0.565,0.352
196,3:negative,3:negative,,0.001,0.406,*0.593
197,3:negative,1:positive,+,*0.5,0,0.5
198,3:negative,3:negative,,0.091,0.435,*0.474
199,3:negative,2:neutral,+,0.065,*0.898,0.037
200,3:negative,3:negative,,0.069,0.041,*0.89
201,3:negative,1:positive,+,*0.851,0.009,0.14
202,3:negative,2:neutral,+,0.129,*0.815,0.056
203,3:negative,3:negative,,0.096,0.047,*0.857
204,3:negative,3:negative,,0.009,0.117,*0.874
205,3:negative,2:neutral,+,0.034,*0.876,0.09
206,3:negative,2:neutral,+,0.233,*0.446,0.321
207,3:negative,3:negative,,0.034,0.244,*0.722
208,3:negative,2:neutral,+,0.038,*0.594,0.368
209,3:negative,1:positive,+,*0.801,0.098,0.101
210,3:negative,2:neutral,+,0.044,*0.498,0.458
211,3:negative,3:negative,,0,0.459,*0.541
212,3:negative,3:negative,,0.064,0.023,*0.914
213,3:negative,2:neutral,+,0.014,*0.813,0.174
214,3:negative,2:neutral,+,0.019,*0.829,0.152
215,3:negative,2:neutral,+,0.029,*0.962,0.009
216,3:negative,3:negative,,0.227,0.037,*0.736
217,3:negative,2:neutral,+,0.01,*0.784,0.207
218,3:negative,3:negative,,0.001,0.045,*0.955
219,3:negative,1:positive,+,*0.728,0.199,0.073
220,3:negative,2:neutral,+,0.03,*0.746,0.224
221,3:negative,3:negative,,0.009,0.371,*0.62
222,3:negative,2:neutral,+,0.007,*0.961,0.032
223,3:negative,2:neutral,+,0.045,*0.879,0.076
224,3:negative,3:negative,,0.016,0.42,*0.564
225,3:negative,3:negative,,0.166,0.298,*0.536
226,3:negative,3:negative,,0.21,0.333,*0.457
227,3:negative,3:negative,,0.023,0.295,*0.681
228,3:negative,2:neutral,+,0.274,*0.721,0.005
229,3:negative,3:negative,,0.332,0.006,*0.663
230,3:negative,3:negative,,0.005,0.319,*0.676
231,3:negative,3:negative,,0,0.056,*0.944
232,3:negative,3:negative,,0.003,0.486,*0.511
233,3:negative,2:neutral,+,0.017,*0.929,0.054
234,3:negative,3:negative,,0.16,0.322,*0.518
235,3:negative,2:neutral,+,0.088,*0.881,0.031
236,3:negative,3:negative,,0.205,0.003,*0.792
237,3:negative,3:negative,,0.04,0.012,*0.948
238,3:negative,3:negative,,0.002,0.461,*0.537
239,3:negative,2:neutral,+,0.002,*0.819,0.179
240,3:negative,1:positive,+,*0.961,0.033,0.005
241,3:negative,3:negative,,0.087,0.189,*0.725
242,3:negative,3:negative,,0.019,0.335,*0.645
243,3:negative,3:negative,,0.012,0.266,*0.722
244,3:negative,2:neutral,+,0.085,*0.8,0.115
245,3:negative,2:neutral,+,0.071,*0.753,0.176
246,3:negative,2:neutral,+,0.003,*0.861,0.136
247,3:negative,2:neutral,+,0.031,*0.601,0.368
248,3:negative,3:negative,,0.003,0.35,*0.647
249,3:negative,1:positive,+,*0.811,0.053,0.135
250,3:negative,2:neutral,+,0.04,*0.836,0.124
251,2:neutral,2:neutral,,0.025,*0.962,0.013
252,2:neutral,2:neutral,,0.193,*0.805,0.002
253,2:neutral,2:neutral,,0.005,*0.853,0.141
254,2:neutral,2:neutral,,0.04,*0.939,0.021
255,2:neutral,2:neutral,,0.21,*0.737,0.053
256,2:neutral,2:neutral,,0.001,*0.972,0.027
257,2:neutral,1:positive,+,*0.638,0.031,0.332
258,2:neutral,1:positive,+,*0.588,0.374,0.039
259,2:neutral,2:neutral,,0.094,*0.823,0.083
260,2:neutral,2:neutral,,0.198,*0.75,0.051
261,2:neutral,1:positive,+,*0.514,0.484,0.002
262,2:neutral,2:neutral,,0.04,*0.826,0.135
263,2:neutral,3:negative,+,0.008,0.32,*0.672
264,2:neutral,2:neutral,,0.418,*0.568,0.014
265,2:neutral,3:negative,+,0.178,0.123,*0.698
266,2:neutral,2:neutral,,0.012,*0.653,0.335
267,2:neutral,2:neutral,,0.295,*0.7,0.005
268,2:neutral,2:neutral,,0.002,*0.831,0.167
269,2:neutral,2:neutral,,0.003,*0.971,0.025
270,2:neutral,2:neutral,,0.058,*0.697,0.244
271,2:neutral,2:neutral,,0.048,*0.905,0.047
272,2:neutral,2:neutral,,0.153,*0.846,0.002
273,2:neutral,2:neutral,,0.386,*0.465,0.149
274,2:neutral,2:neutral,,0.044,*0.881,0.075
275,2:neutral,2:neutral,,0.085,*0.875,0.04
276,2:neutral,2:neutral,,0.007,*0.879,0.113
277,2:neutral,2:neutral,,0.002,*0.991,0.007
278,2:neutral,2:neutral,,0.034,*0.945,0.022
279,2:neutral,2:neutral,,0.13,*0.868,0.003
280,2:neutral,3:negative,+,0.448,0.067,*0.485
281,2:neutral,2:neutral,,0.024,*0.634,0.342
282,2:neutral,2:neutral,,0.06,*0.936,0.004
283,2:neutral,2:neutral,,0.012,*0.957,0.032
284,2:neutral,2:neutral,,0.081,*0.52,0.399
285,2:neutral,2:neutral,,0.114,*0.878,0.008
286,2:neutral,2:neutral,,0.007,*0.906,0.087
287,2:neutral,2:neutral,,0.212,*0.728,0.06
288,2:neutral,2:neutral,,0.064,*0.931,0.006
289,2:neutral,2:neutral,,0.032,*0.953,0.016
290,2:neutral,2:neutral,,0.158,*0.77,0.072
291,2:neutral,2:neutral,,0.133,*0.843,0.023
292,2:neutral,2:neutral,,0.069,*0.664,0.267
293,2:neutral,2:neutral,,0.044,*0.927,0.029
294,2:neutral,2:neutral,,0.038,*0.931,0.032
295,2:neutral,2:neutral,,0.234,*0.762,0.004
296,2:neutral,2:neutral,,0.009,*0.889,0.102
297,2:neutral,2:neutral,,0.275,*0.715,0.01
298,2:neutral,2:neutral,,0.026,*0.766,0.208
299,2:neutral,2:neutral,,0.168,*0.813,0.019
300,2:neutral,2:neutral,,0.32,*0.667,0.013
301,2:neutral,1:positive,+,*0.903,0.027,0.071
302,2:neutral,2:neutral,,0.005,*0.916,0.079
303,2:neutral,2:neutral,,0.011,*0.955,0.034
304,2:neutral,2:neutral,,0.109,*0.872,0.019
305,2:neutral,2:neutral,,0.089,*0.906,0.005
306,2:neutral,2:neutral,,0.158,*0.841,0.001
307,2:neutral,2:neutral,,0.115,*0.842,0.043
308,2:neutral,2:neutral,,0.06,*0.938,0.002
309,2:neutral,2:neutral,,0.371,*0.569,0.06
310,2:neutral,2:neutral,,0.418,*0.427,0.155
311,2:neutral,2:neutral,,0.262,*0.733,0.004
312,2:neutral,2:neutral,,0.039,*0.94,0.02
313,2:neutral,2:neutral,,0.085,*0.915,0
314,2:neutral,2:neutral,,0.138,*0.85,0.013
315,2:neutral,2:neutral,,0.055,*0.941,0.004
316,2:neutral,3:negative,+,0.074,0.09,*0.836
317,2:neutral,2:neutral,,0.022,*0.61,0.368
318,2:neutral,2:neutral,,0.397,*0.582,0.021
319,2:neutral,2:neutral,,0.088,*0.912,0
320,2:neutral,2:neutral,,0.198,*0.794,0.008
321,2:neutral,2:neutral,,0.028,*0.968,0.004
322,2:neutral,2:neutral,,0.07,*0.65,0.28
323,2:neutral,2:neutral,,0.035,*0.959,0.006
324,2:neutral,2:neutral,,0.16,*0.822,0.018
325,2:neutral,2:neutral,,0.371,*0.618,0.01
326,2:neutral,2:neutral,,0.016,*0.896,0.088
327,2:neutral,2:neutral,,0.031,*0.949,0.019
328,2:neutral,2:neutral,,0.303,*0.648,0.049
329,2:neutral,2:neutral,,0.024,*0.919,0.058
330,2:neutral,2:neutral,,0.188,*0.806,0.005
331,2:neutral,2:neutral,,0.039,*0.96,0.001
332,2:neutral,2:neutral,,0.037,*0.94,0.023
333,2:neutral,2:neutral,,0.016,*0.964,0.021
334,2:neutral,2:neutral,,0.052,*0.932,0.016
335,2:neutral,2:neutral,,0.278,*0.704,0.018
336,2:neutral,1:positive,+,*0.634,0.361,0.005
337,2:neutral,2:neutral,,0.026,*0.959,0.015
338,2:neutral,2:neutral,,0.005,*0.977,0.018
339,2:neutral,2:neutral,,0.173,*0.818,0.009
340,2:neutral,2:neutral,,0.054,*0.916,0.03
341,2:neutral,2:neutral,,0.072,*0.916,0.011
342,2:neutral,1:positive,+,*0.984,0.001,0.015
343,2:neutral,1:positive,+,*0.442,0.285,0.273
344,2:neutral,1:positive,+,*0.722,0.265,0.012
345,2:neutral,2:neutral,,0.26,*0.738,0.002
346,2:neutral,2:neutral,,0.09,*0.9,0.01
347,2:neutral,1:positive,+,*0.638,0.362,0
348,2:neutral,2:neutral,,0.225,*0.759,0.016
349,2:neutral,1:positive,+,*0.504,0.079,0.417
350,2:neutral,2:neutral,,0.013,*0.956,0.031
351,2:neutral,2:neutral,,0.016,*0.959,0.025
352,2:neutral,2:neutral,,0.052,*0.947,0.001
353,2:neutral,1:positive,+,*0.658,0.285,0.057
354,2:neutral,2:neutral,,0.144,*0.85,0.006
355,2:neutral,2:neutral,,0.401,*0.587,0.012
356,2:neutral,2:neutral,,0.034,*0.966,0
357,2:neutral,2:neutral,,0.054,*0.932,0.014
358,2:neutral,2:neutral,,0.031,*0.928,0.041
359,2:neutral,2:neutral,,0.08,*0.907,0.013
360,2:neutral,2:neutral,,0.182,*0.815,0.003
361,2:neutral,2:neutral,,0.015,*0.974,0.01
362,2:neutral,2:neutral,,0.012,*0.901,0.087
363,2:neutral,2:neutral,,0.028,*0.847,0.125
364,2:neutral,2:neutral,,0.085,*0.87,0.044
365,2:neutral,2:neutral,,0.366,*0.624,0.01
366,2:neutral,1:positive,+,*0.737,0.256,0.007
367,2:neutral,2:neutral,,0.268,*0.714,0.018
368,2:neutral,2:neutral,,0.142,*0.799,0.058
369,2:neutral,2:neutral,,0.105,*0.893,0.003
370,2:neutral,2:neutral,,0.148,*0.82,0.032
371,2:neutral,2:neutral,,0.004,*0.86,0.136
372,2:neutral,2:neutral,,0.01,*0.968,0.021
373,2:neutral,2:neutral,,0.219,*0.78,0.001
374,2:neutral,2:neutral,,0.093,*0.813,0.095
375,2:neutral,3:negative,+,0.186,0.151,*0.663
376,2:neutral,2:neutral,,0.121,*0.855,0.024
377,2:neutral,1:positive,+,*0.546,0.454,0
378,2:neutral,2:neutral,,0.4,*0.583,0.017
379,2:neutral,2:neutral,,0.026,*0.676,0.298
380,2:neutral,2:neutral,,0.008,*0.887,0.105
381,2:neutral,2:neutral,,0.034,*0.953,0.013
382,2:neutral,2:neutral,,0.291,*0.638,0.072
383,2:neutral,2:neutral,,0.032,*0.56,0.407
384,2:neutral,2:neutral,,0.053,*0.944,0.003
