content,Class,cluster
'#MEDIA #US #ru Klitschko is big hit with Ukrainian voters: KIEV (AFP) - Ukraine prepared Saturday... http://t.co/7yC7rdc9 #EU #UK #Obama',neutral,cluster4
'I have either just made an awesome king cake for work tomorrow...or the worst darn thing to ever hit a persons mouth...we shall see',neutral,cluster2
'I\'m going to Geoff Tate at Backstage Live in San Antonio, TX - Nov 21 http://t.co/nCSYwONM',neutral,cluster9
'National Margarita Day please tell me this is bullshit - http://t.co/aTmKKfRb prove it for yourself Ash Wednesday Lent Flamengo X Vasco',negative,cluster2
'Dont look now but: Brook Lopez had 19 pts & 9 rebs (28mins) in 1st game back from foot injury over weekend. 18 & 11 (25 mins) tonight.',neutral,cluster1
'Plies is just Kirk Franklin on a Saturday night',neutral,cluster10
'Morgan State & Hampton Univ go head to head at the #NYULClassic on Nov 17 @ Yankee Stadium! @hbcu, we\'d love to see you there!',positive,cluster8
'check my 1st time playin with JLin. #linsanity http://t.co/UnLQ0FSm',neutral,cluster4
'Super bummed to find out that WPPI is the same time as our kids\' spring break. Why is it in March this time?! @RFWPPI #fb',neutral,cluster2
'SHUT UP & HIT THIS PARTY SATURDAY!  - POP recommends:  One of our all time heroes, the legendary James Murphy... http://t.co/PXOGCctS',neutral,cluster6
'@AbieeTulaOliver my guess is the kissing too. Obviously they don\'t hear him as they pull apart when Max walks in tomorrow x',neutral,cluster10
'Not going to school because YOLO... & because my essay is so not gonna be ready by tomorrow.',negative,cluster10
'@mrdavidhaye David the UK bookies have got you penciled in with Vitali for 30th December : Do they know something we don\'t ??',neutral,cluster4
'Max might have to get put down tomorrow </3 absolutely heart breaking if I have to see my puppy go. Love you Maxy x http://t.co/lyHVHL1F',negative,cluster10
'My Social Media Week starts tomorrow, kicking off with \'Socialising the Internet of Things\'. Sounds intriguing. #smwldn',positive,cluster9
'Trying on my pope costume just to make sure its safe for tomorrow.',positive,cluster10
'@BreeKaye08 haha I just may have to see him at rodeo this year. Thankfully it\'s a Saturday!!!',positive,cluster10
'Jeremy Lin has 10 points and 4 assists. He would be the 4th best pg on the Knicks.',positive,cluster1
'Which camera rep are you most excited to see at Demo Days on Nov 16 & 17? (Nikon, Canon, Tamron, Sony, Sigma etc...)',neutral,cluster5
'@hiphopeargasm @__pencilpusher agree. Big L might have been the best to ever freestyle. Its a race for 2nd.',positive,cluster3
'Hey Mr \\\"\"Ego\\\"\" October...Gary Carter & Kirby Puckett are HOFers as are you...the difference is...they were class acts...which you aren\'t!!',negative,cluster7
'#FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #PINKCITY!!!!!!!',neutral,cluster3
'@like_the_song I first heard them when \\\"\"Farewell to the Fairground\\\"\" was their single, whenever that was. I think they have a 2nd album now',neutral,cluster7
'I\'m going to Walgreens tomorrow because I know there\'s gonna be a sale on Halloween candy.',neutral,cluster10
'@n_kahl0n @romasachdev06 c\'mon roma its the twitter lyfestyle. Get with it',neutral,cluster6
'Photos I took Tuesday morning of the aftermath from Hurricane #Sandy in a 2 block span of Long Beach, NY http://t.co/TIBJOH62',neutral,cluster10
'I haven\'t been able to look at Todd Bertuzzi the same way since the Steve Moore incident',negative,cluster1
'N.W: Unofficially Yours for the 5th time :))',neutral,cluster4
'Tomorrow is All Souls Day - join us for Mass at 8.30am or 7.15pm. Holy Hour after the 7.15pm Mass, led by... http://t.co/wsM73TAJ',neutral,cluster2
'My source from the Arsenal Camp has leaked me a pre-meditated XI for Saturday, anyone want me to post it?  >Bruce<',neutral,cluster7
'News : Visafone and Research In Motion (RIM) on Wednesday seal a deal in Lagos that will see the first CDMA Blackberry roll out in Nigeria.',neutral,cluster3
'Bayer Leverkusen now up to 5th - level on points with Borussia Dortmund, one of the big winners this weekend - nine behind Bayern...',neutral,cluster9
'Born in July with the same life path as Mick Jagger.',neutral,cluster2
'@BaddGirlCouture She shot it on December 21 2011 the same week as RIM & SH. Those \'screenshots\' were for the vibe magazine.',neutral,cluster6
'Mack sure you check out @carolinakidz1 and @Trilla_Guapo this Saturday @ Club Bodi',neutral,cluster6
'So In Flames is coming back in December with Lamb of God, then a couple days later, Dethklok is coming with Black Dahlia Murder #stoked',neutral,cluster10
'EVERYBODY tryna get these Galaxy Foams .. Yall not hip that the Year Of The Dragon 2012\'s come out on saturday also ?? Smfh #HypeBeast',neutral,cluster10
'Surprisingly, i will still bob my head to anything from Mick Jagger to Son of sardar. Yes, you may judge me now.',positive,cluster8
'Somehow eyeshadow smeared to the center of my forehead. I look like a participant of Ash Wed. And I pulled out chunks of eyelashes :/ #fuck',negative,cluster2
'@BabbleEmporium flying home tonight and arriving monday! At Florida Mall atm but got txt from BA saying its delayed til 2am! #peak',neutral,cluster10
'28th in Super Tuesday. Was chipleading since the bubble and AK < AJ < KK after A on the flop in monster chiplead pot and 77< A6o >avg pot.',neutral,cluster3
'So happy NBA is back. Feeling a bit disappointed in the Nuggets tonight but the Laker\'s 2nd consecutive loss helps to compensate.',neutral,cluster1
'How about that Knicks/Heat game tomorrow though lol, #ImOnIt',neutral,cluster10
'Act of Valor may have just become one of the best movies I\'ve ever seen',positive,cluster10
'Friday night Knicks vs Heat if you not watching the game wit me dont fuck with me lbs I be engaged like a mf #KnicksNation #TeamMelo',negative,cluster10
'@alfredoflores follow @amandawanxo and meet her on November 26, outside the bell center at 4:00? 3',neutral,cluster9
'Might have to skip my bro\'s rival game tomorrow just to watch the Heat vs Knicks and Clippers vs. Lakers',neutral,cluster1
'I wish I had a SS tshirt, I would wear it right now and tomorrow',neutral,cluster10
'I wish it was Sarah G. Day \'Cause that\'s my funday My I don\'t have to runday It\'s just another manic Monday',positive,cluster2
'Ecuador worried about Assange\'s health - Ecuador says it is concerned about the health of the Wikileaks founder, Jul... http://t.co/hIsB8WVg',negative,cluster7
'Cba with work tonight. Tommorw. Sat. Sun. And Monday.',neutral,cluster10
'Buyers of Wal-Born supplements may get refunds from Walgreens: The company touted the supplements\' likeness to t... http://t.co/b3ngExov',neutral,cluster4
'@elaineAfrika lemme know the exact date because i wanna come with you , and we out to Rih concert in march cha ! ?',neutral,cluster10
'@CraigOyok haha you gotta give me the info tomorrow then lol',positive,cluster10
'Don\'t know why I\'m just now realizing that FFFFest is tomorrow. Someone (besides @EliW92) get on stage and dutty wine with Santigold for me.',neutral,cluster10
'In all honesty, Biden saw \\\"\"Bridesmaids\\\"\" for the 1st time today and can\'t stop thinking about Maya Rudolph shitting in the street. #VpDebate',neutral,cluster6
'Happy 21st to my mini me, twin, and the craziest nette I know- Rita. Love ya!!! @maggieborchardt http://t.co/uer7caTA',positive,cluster2
'heisesec The H Roundup - Google Drive backdoor, Wayland 1.0 and Raspberry Pi: In the week ending 27 October - Go... http://t.co/1gErFgJd',neutral,cluster9
'Beautiful Washington Monument in DC as the sun sets: http://t.co/bdWhsz78 What a walking path!',positive,cluster3
'Bring the Adidas sock tomorrow @trytheV3AL',neutral,cluster10
'@mlbonfox @thirdmanrecords Sixteen saltines (5th), Freedom at 21 (6th), I\'m Shakin after the game #NLCShakin',neutral,cluster5
'The beauty of SUN News! SUN TV bagging IPL contract is a breaking news on #NDTV while SUN News is busy talking about Jayalalithaa! #TN',positive,cluster3
'Photos: The 10th Hour & Fear of None played the basement at Santos Party House http://t.co/4Pw6by6n',neutral,cluster7
'I rented Sherlock 2 and Ghost Rider 2 this last friday! They were both good! I rented Journey 2 last night! It had a really cute guy in it!!',positive,cluster10
'To all my Shapeshifter teammates, family and friends travelling back from Hawaii today tonight and tomorrow, Safe travels!',neutral,cluster10
'@ProcterGamble  , may i ask about the agent of Procter gmable products in Jordan, i need this for research in university .  thanks   wissam',neutral,cluster3
'Bust it Baby by Plies feat Ne-Yo was my ishhh all 8th grade year! Reminds me of my ex.... In a good way. One of the best years',positive,cluster2
'James Murphy may produce the next Arcade Fire album: http://t.co/cHSOPLzI via @Spinner',neutral,cluster6
'Good win in the end for our 2nd team. Amoo, Wright and Procter best players #pnefc',positive,cluster1
'I\'m so ready for @_C_Lavender_ to get here tomorrow! Another fun weekend in Starkville with my sweet boy!!',positive,cluster10
'Ahaaa. Mom is funny af\'. LolRT @SpeaknOfAshh: My Mom called & said she\'s going to thee club Saturday to see Plies -____- Mom sit down .',neutral,cluster9
'Fuck it,  might go see Reggie tomorrow ...',negative,cluster10
'I am getting ready for the Master Class that I am teaching at WPPI this coming Tuesday which is going to be a... http://t.co/QBdpzY5G',neutral,cluster10
'Galaxy Foams painting sneak peak. Finishing in the morning. Vid tomorrow night!  http://t.co/U8TD96f4',neutral,cluster10
'Tickets have come to see #TheUsed on November 8th at the NIA! Sweet, even though Evanescence are headline I\'m just going to see The Used!',neutral,cluster9
'You only have three days left, this Sunday is the last day to swim at Fairground pool this season.',neutral,cluster1
'U.S. Postal Service will increase stamp prices by one cent: The U.S. Postal Service said Thursday that the cost of... http://t.co/Bio1zKFy',neutral,cluster5
'@stephanieearmen I\'m serious Hawaii is the best vacation spot come in like march :) tickets are cheaper on Monday',positive,cluster2
'the best mom award goes to my mom for getting me tickets to go see Carrie Underwood and Hunter Hayes in concert this Sunday! #ahhhhhh <3',positive,cluster9
'I just got my vans for tomorrow:D yay and my shirt green i have a grup that going to be lile that:D yay photo tomorrow<3',positive,cluster10
'If someone takes me to Carrie Underwood next Thursday, I will love you forever. #nokidding #blownaway',positive,cluster9
'@teamcole30 @atkinsncbrewfan are you going to watch the Nuggets tomorrow?????',neutral,cluster10
'@joetheskeleton I\'d go with my first time for Evanescence but the 2nd was amazing, Nightwish was gorgeous, same for GaGa, so difficult ^^\'',positive,cluster10
'Now watching NCAA Finals Game 3 in TV5! May the best team win!',positive,cluster8
'@taecyeonbiased guys he\'s the 1st among 2PM members :\') \\\"\"ENG SUB 2PM OK TAECYEON #23 TOP 100 IDOL COUNTDOWN\\\"\" on YouTube http://t.co/2zvfpKqH',neutral,cluster4
'This lady bought 4 bottles of wine on Monday ... It\'s only Thursday and she\'s down to one .... #thirstythirsday #alcoholic',neutral,cluster7
'@MidaniSpeaks Same could be said about Marie Colvin. I may not liked him, nor his employer but he never harmed anyone and he has family.',neutral,cluster5
'\\\"\"@rowdycity: NBA season starts tomorrow! Who is your favorite team? Will the heat repeat as champs? SACRAMENTO KINGS.     Nope',neutral,cluster1
'New York Knicks vs. Brooklyn Nets Season Opener Rescheduled for November 26: The game between the New York Knick... http://t.co/DfE2gPvV',neutral,cluster1
'We always get pushed out to SS4 with Ben Sheppard. Could be worse. Could be Thursday night with Colin Murray #AFC',negative,cluster1
'Oh and P.S. big Adidas warehouse sale tomorrow if you\'re interested!',positive,cluster10
'San Antonio - your October 18th show for the Collide With The Sky Tour has been moved to Backstage Live! http://t.co/vfTQUp6M',neutral,cluster9
'What a perfect day for a Wedding Workshop! The idea was born at WPPI in Feb...and not only is it finally here IT... http://t.co/uCvz8hBO',positive,cluster2
'@xlandonabx Reggie would make a good MCS teacher. I\'m talk to Pratna about it tomorrow but I\'m probably just dropping and ill do online',positive,cluster10
'\\\"\"men tomorrow you will have one of your hardest patrols...CIF turn in\\\"\" lets hope i have everything',negative,cluster10
'HISD students perform Gangnam-style dance to get voters to polls: HISD is working to \\\"\"get out the vote\\\"\" in November,... http://t.co/NqgVUSJU',neutral,cluster3
'So lucky that I\'m off college Tuesday, Wednesday and Thursday next week when I\'m going watching Evanescence on Tuesday night :D',positive,cluster10
'Ghost Rider will be joining MVPC tomorrow afternoon. He\'s blind, but we\'re hoping its just cataracts.... Ghost is... http://t.co/mz7BSCxM',neutral,cluster6
'#UMES followers don\'t forget, #umesvolleyball takes on Morgan State today at 3! Be there or be really bored cuz it\'s a Sunday. Your choice',negative,cluster1
'Early Voting is open check out the Mommy Forum for a list of locations to get your votes in before Super Tuesday!... http://t.co/KNVTNu5q',neutral,cluster3
'I\'d want Mannone,Jenks/sagna,per,kos,TV5,coq,arteta,santi,theo/gnabry,giroud,poldi to start tomorrow',neutral,cluster10
'Did you just tell me Lucas scott leaves in the 5th season of tree hill? #YOUJUSTRUINEDMYLIFE',negative,cluster3
'\\\"\"@phillehh: Playing Todd Bertuzzi in a golf match on Sunday #RidgemountCup\\\"\" get in his head, \\\"\"uh what do you do for a living?\\\"\"',neutral,cluster1
'think ima go to Nicki Concert @ the DAR Constitution Hall on the 21st.. 2 chainz gonna be dere',neutral,cluster9
'@USCCB Lifting up the people affected in those areas, especialy in NY and in NJ. May they experience God\'s holding them close to His heart!',positive,cluster7
