@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'cool video!!!! He is an great jumper!!!!',3,1,positive
'@cptrelentless and your evidence for this is???',1,3,negative
'i want that game',2,1,positive
'Wow I love that \'soprano\' ending!',3,1,positive
nice,2,1,positive
'O my god! I watched the first 22 seconds and could not go further. I have heard stories about dogs sacrificing their lives for their owners. I feel so angry at this man who is doing this. I hope he goes to hell! this is just cruel. The face of the dog at 22. is heart breaking.',1,4,negative
'This was awesome on Chuck.',3,1,positive
107th!,1,1,neutral
'holy shit! hes married?',1,4,negative
'krifla lghadara chhal 9atlat man wahad',1,1,neutral
'yayyyyy!!! =]] lol',5,1,positive
'2:29 \"Well it\'s not bad my dear.\" LOL John\'s funny.',3,1,positive
'Who is the composer of LuoShui? Is it Tong Dik Sung?',2,1,positive
'the girl that covered for yuri was good! perhaps the rest can maybe work a bit more on not going off tune- otherwise, everyone\'s voices were.. jolly =)',3,2,positive
'Yeah this was at a rubbish time as well other times when ive server crossed or used japan ISO theres usauly 1000+ people',1,2,negative
'There\'s no telling how good you are. I covet the kit.',2,1,positive
'thanks for sharing.....he is so cute.......',3,1,positive
'Man That Red daytona gets busy !',2,1,positive
'I would go to Robalo Boats website and do a dealer search.',2,1,positive
'How would this work on a Boom Pole, wouldn\'t it slide off?I got a Zoom H2, and been prepping to do your boom pole video.Also, didn\'t know we could get hot glue guns in the UK!',2,2,mixed
'Epic fail',1,3,negative
'what is the song in the intro',2,1,positive
'SUPER interesting!',3,1,positive
'wasn\'t 10 seconds',1,2,negative
'Ernie Sanders is a shyster and a religious fanatic. Don\'t trust this man. He\'s the one who should be locked up.',1,3,negative
'Fucking yank cock suckers!! thats not scaffolding!!!',1,5,negative
'The October surprise is that we\'re quitting the wars!! That\'s the only thing that will save the Democrats.',2,2,mixed
'g.love = sweetness',3,1,positive
'@mikser Yeah, I can\'t name any of today\'s music either! Van Lee Roth\'s Jump was AWFUL, but I LOVED 99 Luftballoons!!!! And remember the Footloose soundtrack that was huge all summer that year? And Eddie and the Cruisers \"The Dark Side\" and St Elmo\'s Fi',3,3,mixed
'All i know is sunderland are gonna win',2,1,positive
'Thomas Lockyer is absolutely gorgeous.',3,1,positive
'the dudes name is trevor mcnevan and the drummer is steve and probably are the most awesome band ever (besides skillet) rawk on thousandfootkrutch',3,1,positive
'hey abielle your filipino!?kewl!nice video=)',3,1,positive
'yup, I\'ll be attending Ithaca college as a music education major in the fall. though, i do want to go into music management after a couple years of teaching.',2,1,positive
'I love this song, I wish i\'d played it to my brother before he died...',3,2,positive
'Like it, but DEAR GOD YouTube killed the quality on this! Also,thanks for putting this up, for some reason the Dev Diaries don\'t work on my WMP or CMS.',2,3,negative
'yep is right lad',2,1,positive
'you\'re',1,1,neutral
'Damn! Ur hot Carla.',3,1,positive
'fair enough',2,2,mixed
'This song is nice',2,1,positive
'no a possum pin',1,2,negative
'no offense, cypress hill\'s version is much better',2,2,mixed
'barack just went uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuhhh alot.',1,4,negative
'I just love when I big tough looking guy gets all sappy over a bird! Adorable!',3,1,positive
'release it!',2,1,positive
'...nooo that\'s the dyke, the fags making women\'s clothing. Hilarious.',2,4,negative
'@xxxMissTaylorxx That was the 90\'s...Grunge was the thing. Hell of a lot better than 80\'s and 70\'s fashion.',2,2,mixed
'Hee hee, ours does this too, I\'m always having to mop up after him! Had been wondering if they all did that.',2,2,mixed
'@cowlurver i didnt',1,1,neutral
'I can see November from my house and all you young turks will be crying!',1,4,negative
'they are really far away, not much of a atmosphere',1,2,negative
'T.I.\'s a great rapper, rite there alongside Pac & Biggie......',2,1,positive
'@openairevangelism @k87jury We see uniformity of nature, So I accept the position of the uniformity of nature. Bring me evidence to the contrary, and I will consider it.And one can not know through faith, because there is no discernible difference between',2,2,mixed
'Demons are Real!!!',2,2,mixed
'I\'m not surprised, if I was a ghost and someone tried to park their shit-box Rover on my road, I\'d push it away too... :o)',3,3,mixed
'wtf is this??? i thought this is Liverpool\'s Switzerland training camp',1,3,negative
'GODDAMMIT I WANT J.R. VS HEYMAN',1,3,negative
'@Birdieupon He\'s obviously just going to Haiti for the attention (and thus, all the money it brings to pad his hefty bank account). If the filthy scourge of religion must exist on this planet, it would best be done behind closed doors, in private.',1,3,negative
'I agree with this man! Thank you for standing up for the truth!',3,1,positive
'I know this has nothing to do with the faith itself, but I had to comment: At 7:04, that is a BEAUTIFUL family. Not only are they physically beautiful, but they seem so happy and united! And that little girl and her mother are just gorgeous!',4,1,positive
'i wonder if it\'s coincidence that this came out the same time that Watership Down was written.',1,2,negative
Megga!!!,4,1,positive
'wtf r u tlking bout his lyrics r da shit now go listen to his newest mixtapes bro this is not 2007 where he did that crank that his lyrics have goten strong now and luda just sucks past is the past nobody cares no more bout wat he was 5 years ago',1,3,negative
lol,2,1,positive
'You know that whole \"humans use only 10 percent of their brains\" myth is exactly that, a myth. I still think a prepped Frank Castle could kill Slade.',2,2,mixed
'the aunts and uncles are hilarious and so frisky! Mark and fun are so cute!',4,1,positive
'Wise words! Inspiring!',3,1,positive
'it was horrible to hear my love goes to him...but its kinda like chris brown and rihanna thing im like ok...do u kno that even though she got beat once maybe even twice, there r ppl out here getting beat 24/7 but theyr so afraid to escape or tell anyone bcus the creep might kill em if they try?',2,3,negative
'Tak for din skarpe iagttagelse og opsummering om \"Big Tobacco\". Om folk vil se filmene \"The Insider\" og \"Control Factor\" og sammenhold med det, der foreg?r i deres eget liv, da vil mange se meget store lighedstegn. Tak for din ord.',1,1,neutral
'@CarringtonVilla I think the real question is, what exactly do you have to contribute?',1,2,negative
'I say install Ubuntu! :D',2,1,positive
'wow, big boobs much? LOL',3,1,positive
'Great job! Really enjoyed your video!',3,1,positive
'He is so fine.',2,1,positive
'I have to agree, it sounds like the same B.S just a different time. Will we ever learn?',1,2,negative
'that was very usefull adam',2,1,positive
':*^( very sad that all those men had to die the way they did. One of the saddest chapters in human history.',2,3,negative
'You, Sir, are a sad bigot. God loves everyone on this earth, and homosexuality is not a sin. Gay marriage will one day be legal in every state.. :]',2,3,negative
'im sorry but this extremely boring. Im from port, and i was excited to see that someone made a documentary. but come on.',1,3,negative
'Although I am ardent supporter of rights and liberties for all, guns appear to counter the rational base of my right and liberty to life even when I am committing a crime: \"Eye for an eye will make the world blind.\"',2,2,mixed
'Its amazing how a simple post of a song will provoke a racial related comment. Why can\'t you just enjoy the music. Its obvious that you searched for it and the reason wasn\'t race. The reason was because it sparked a memory or you like the song. Chill out people! Just listen to the music. Good to go?',3,2,positive
'Then why did we let you be free again???? Why let you???? Why have a revolution over something planned?? I\'m not a racist but that gap is left out.',1,3,negative
'I was wondering this, it\'s because in some of the songs he prefers to mess around with toys and stuff during certain songs, so he leaves it ot the other guitarist. But then last year when he had the car crash he got a permentant guitarist cause he couldnt play =[',1,2,negative
'ha! that dude looked like he crapped his pants when jesse walked in..lol..',2,3,negative
'The entire series of video clips, hosted btw by a free internet hobbyist service, amounts to nothing more than people opposed to the Lisbon Treaty, but not having the intelligence to state WHY they are so opposed.',1,3,negative
'Do they still use the covered wagons on the winter plow trains?',1,1,neutral
'You guys are SO good. :)',4,1,positive
'The music may not be of good quality. The Police Band is playing the tune \'General Salute\'. You can also hear the Buglers playing their version of \'General Salute\' (which they play when the Guards change at the Quarter Guard).Tvm. Special Armed Police (SAP) was formed when the Travancore Nair Infantry regiments were phased out, or moved into existing Infantry regiment (Madras Regt.). Travancore Nair Infantry in earlier days of the king provided bandobust duties for the \'Aarattu\' festival.',1,2,negative
'Everyone Democrat in Congress and in his administration made the same claim, including Hillary. Did you believe Clinton when he said Sadam possessed WMD?',1,2,negative
'^ lol You don\'t know what you\'re talking about. Smallfry\'s definitely a good Sim.',2,2,mixed
'@ModalTrains4884 Her boiler was in an overhaul in 1992. But then in 1994 the overhaul was haulted and a patch up job was done so 1218 could be towed back to Roanoke. All of her parts are stuffed in the firebox, and yes some key parts are missing. She is b',1,2,negative
'its the infanamy trailer',1,1,neutral
Interesting,2,1,positive
'I have been searching for this song for over 40 years. When I was in Libya in the 60\'s, my friend used to bring this little 45 lp to all dance parties. I finally found it today, what a relief!!',3,1,positive
'you guys are gay',1,3,negative
'What is the explanation behind them curving and changing directions. Other than intelligent control?',1,2,negative
'Can cysts on the bone develop independent of osteoarthritis, and if so, are they an indication of early arthritis?',1,2,negative
'i put originalfw.ipsw in the ipsw folder, and ran ipsw.bat, but when it finishes, ther is no jb.ipsw wat do i do?',1,2,negative
'I do not want to sound like a downer, but that was kinda boring',1,2,negative
'oh man, when you said molested I laughed so hard',2,2,mixed
'thanks kripp, another good guide',2,1,positive
